id,tender_id,title,description,issuing_authority,department,source_portal,source_url,publish_date,deadline_date,tender_value,currency,category,sub_category,location,attachments,contact_email,contact_phone,last_checked,status,verification_score,supplier_matches,ai_analysis,created_at,updated_at
16101,,Quick Pay Bill Postpaid/Prepaid Recharge EPI,Quick Pay Bill Postpaid/Prepaid Recharge EPI,JBVNL,Social Welfare,JBVNL,https://cportal.jbvnl.co.in/cportal/#/guest/secure/searchbill,,,,INR,General,,Bihar,[],,,2026-03-04T11:16:44.984037,open,50,[],,2026-03-04T06:19:41.075250,2026-03-04T11:16:44.984037
16102,,Prepaid/Postpaid Consumer Login,Prepaid/Postpaid Consumer Login,JBVNL,Social Welfare,JBVNL,https://cportal.jbvnl.co.in/cportal/#/user/login,,,,INR,General,,Bihar,[],,,2026-03-04T11:16:44.984037,open,50,[],,2026-03-04T06:19:41.081250,2026-03-04T11:16:44.984037
16103,,RDSS SchemeSuvidha Portal(LT New Connection),RDSS SchemeSuvidha Portal(LT New Connection),JBVNL,Social Welfare,JBVNL,https://jbvnl.co.in/rdss-scheme,,,,INR,General,,Bihar,[],,,2026-03-04T11:16:44.984037,open,50,[],,2026-03-04T06:19:41.087250,2026-03-04T11:16:44.984037
16104,,Apply For Rooftop Solar(PM - SURYA GHAR),Apply For Rooftop Solar(PM - SURYA GHAR),Solar,General,JBVNL,https://www.pmsuryaghar.gov.in/consumerLogin,,,,INR,General,,Bihar,[],,,2026-03-04T11:16:44.984037,open,50,[],,2026-03-04T06:19:41.095190,2026-03-04T11:16:44.984037
16105,,SOLAR PROGRAMME,SOLAR PROGRAMME,Solar,General,JBVNL,https://jbvnl.co.in/solar-program,,,,INR,General,,Bihar,[],,,2026-03-04T11:16:44.984037,open,50,[],,2026-03-04T06:19:41.101189,2026-03-04T11:16:44.984037
16106,,Internal Management Circular Portal,Internal Management Circular Portal,JBVNL,General,JBVNL,https://jbvnl.co.in/imc,,,,INR,General,,Bihar,[],,,2026-03-04T11:16:44.984037,open,50,[],,2026-03-04T06:19:41.108197,2026-03-04T11:16:44.984037
16107,,Notice:Regarding submission of FPPPA Surcharge rates - Jan 2026,"Notice:Regarding submission of FPPPA Surcharge rates - Jan 2026Notice:Regarding submission of FPPPA Surcharge rates - Dec 2025Notice:Regarding submission of FPPPA Surcharge rates - Nov 2025Notice:Regarding submission of FPPPA Surcharge rates - Oct 2025Notice:Regarding submission of FPPPA Surcharge rates - Sept 2025Notice:Regarding submission of FPPPA Surcharge rates - August 2025Notice:Regarding submission of FPPPA Surcharge rates - July 2025Notice:Regarding submission of FPPPA Surcharge rates - May 2025Notice:ANNEXURE 1-10 ( MYT Petition)Notice:JBVNL’s Petition on True up for FY 24-25, APR for FY 25-26, ARR for FY 26-27 to FY 30-31 and Tariff Petition for FY 26-27",JBVNL,General,JBVNL,https://jbvnl.co.in/notice/commercial/Letter No 58 dtd. 30.01.2026280226.pdf,,,,INR,General,,Bihar,[],,,2026-03-04T11:16:44.984037,open,50,[],,2026-03-04T06:19:41.115187,2026-03-04T11:16:44.984037
16109,,Accounts:Standalone financial statement Q1(24-25),Accounts:Standalone financial statement Q1(24-25)Accounts:Standalone Financial Statement(Audited) For FY 2023-24Accounts:Audited CFS 2023-24Accounts:Comments of C &AG (SFS & CFS) 22-23Accounts:JBVNL Quarterly Financial Statements(Standlone) Of the Company As On 31.03.2024Accounts:Q3 Accounts (Dec'23) FY 23-24Accounts:Q2 Accounts(i.e. up to 30.09.2023) for FY 2023-24Accounts:Audited Q1 Accounts (upto 30.06.23) FY 23-24Accounts:Audited Q1 Accounts (upto 30.06.23) FY 23-24Accounts:Audited Annual Financial Statements (Standalone) FY 2022-23,JBVNL,Social Welfare,JBVNL,https://jbvnl.co.in/upload/Standalone financial statement Q1(24-25).pdf,,,,INR,General,,Bihar,[],,,2026-03-04T11:16:44.984037,open,50,[],,2026-03-04T06:19:41.128646,2026-03-04T11:16:44.984037
16112,,Jharkhand Bijli Vitran Nigam Ltd.,Jharkhand Bijli Vitran Nigam Ltd.Jharkhand State Electricity Regulatory CommissionJharkhand Urja Sancharan Nigam LimitedJharkhand portal,JUVNL,General,JUVNL,https://jbvnl.co.in,,,,INR,General,,Bihar,[],,,2026-03-04T11:16:45.401067,open,50,[],,2026-03-04T06:19:43.255594,2026-03-04T11:16:45.401067
16113,,"Notice
                                        Circulars","Notice
                                        Circulars",JUIDCO,General,JUIDCO,https://juidco.jharkhand.gov.in/,,,,INR,General,,Bihar,[],,,2026-03-04T11:16:45.738612,open,50,[],,2026-03-04T06:19:43.631984,2026-03-04T11:16:45.738612
16117,,Search :,Search :,ECR Railway,General,ECR Railway,https://ecr.indianrailways.gov.in/,,,,INR,General,,Bihar,[],,,2026-03-04T11:17:13.644340,open,50,[],,2026-03-04T06:36:55.933016,2026-03-04T11:17:13.644340
16118,,About Us,About UsIntroductionCalendarOrganizational StructureDivyangjan FacilitiesSwachh Bharat MissionIntroductionDanapur DivisionPt.Deen Dayal Upadhyay DivisionDhanbad DivisionHead-QuarterSonpur DivisionSamastipur DivisionCitizen Charter of ECRHistoryHeritageDharohargram Rail Niketan HajipurPlant Depot DDUSonpur DivisionSamastipur DivisionDanapur DivisionDhanbad DivisionPt. Din Dayal Upadhyay DivisionWorkshop SamastipurCRW HarnautHajipur H.Q.AdministrationZRUCCDivisional Level MP  MeetingHoliday HomesRTIGazetted And Non-Gazetted Quarter AllotmentRest HouseCivil DefenceNotification of RA PanelECRSAOrganisationDirectoryCheck list for Rajbhasha Inspection in Railway officesGazett Notification of ECRTransformation Cell CircularsSCHEDULE OF POWERRB Corrigendum Slip of MSOPCourt CasesPREM20172018201920212022202320242025PersonnelTransfer/Posting orders (Gaz)Transfer /Posting Non GazEstablishment CircularsCPO’s Circulars202620252024202320222021202020192018201720162015201420122013201120102009200820072,ECR Railway,General,ECR Railway,"https://ecr.indianrailways.gov.in/view_section.jsp?fontColor=black&backgroundColor=LIGHTSTEELBLUE&lang=0&id=0,1",,,,INR,General,,Bihar,[],,,2026-03-04T11:17:13.630666,open,50,[],,2026-03-04T06:36:55.933016,2026-03-04T11:17:13.630666
16119,,PNR Status Check,"Passenger SectionPNR Status CheckBerth / Seat ReservationTrain ScheduleTrains between StationsSpot your TrainSeat AvailabilityTourists SectionSpecial Tourist TrainsHoliday PackagesRail Tour PackagesPrevention of WannaCry Ransomware Threat -session by CERT-InSofacy Advisory1Shri Ashwini VaishnawHonorable Minister for RailwaysShri V. SomannaHonorable Minister of State for RailwaysShri Ravneet SinghHonorable Minister of State for RailwaysGati-Shakti Cargo Terminal (GCT) Applicationwww.newindia.inGoods-Sheds DirectoryHRMSUMIDe-OfficeE-tenderअनुभव (Retired staffs)Link to CVC Website for e-pledgeGSTGSTN MANUAL INVOICE FORM.Rail Madad LinkInvitation of ""Expression of Interest” for enlistment of vendors for supply of spares of Cummins (CIL) and Caterpillar (CAT) make Diesel Engines fitted in Diesel Electrical Multiple Unit (DEMU) at East Central RailwayInvitation of ""Expression of Interest” for Outsourcing of Bogie Overhauling (OVH) of LHB Bogies under POH and IOH at East Central RailwayInvita",ECR Railway,Social Welfare,ECR Railway,http://indianrail.gov.in/pnr_Enq.html,,,,INR,General,,Bihar,[],,,2026-03-04T11:17:13.630666,open,50,[],,2026-03-04T06:36:55.950105,2026-03-04T11:17:13.630666
16120,,Special Tourist Trains,Special Tourist TrainsHoliday PackagesRail Tour Packages,ECR Railway,Social Welfare,ECR Railway,https://www.irctctourism.com/,,,,INR,General,,Bihar,[],,,2026-03-04T11:17:13.630666,open,50,[],,2026-03-04T06:36:55.983023,2026-03-04T11:17:13.630666
16121,,Prevention of WannaCry Ransomware Threat -session by CERT-In,Prevention of WannaCry Ransomware Threat -session by CERT-In,ECR Railway,General,ECR Railway,http://webcast.gov.in/cert-in/,,,,INR,General,,Bihar,[],,,2026-03-04T11:17:13.630666,open,50,[],,2026-03-04T06:36:55.983023,2026-03-04T11:17:13.630666
16122,,Sofacy Advisory,Sofacy Advisory,ECR Railway,General,ECR Railway,https://ecr.indianrailways.gov.in/nciipc.htm,,,,INR,General,,Bihar,[],,,2026-03-04T11:17:13.630666,open,50,[],,2026-03-04T06:36:55.983023,2026-03-04T11:17:13.630666
16124,,Tweets by @ECRly,Tweets by @ECRlyEast Central Railway,ECR Railway,General,ECR Railway,https://twitter.com/ECRlyHJP,,,,INR,General,,Bihar,[],,,2026-03-04T11:17:13.630666,open,50,[],,2026-03-04T06:36:56.016416,2026-03-04T11:17:13.630666
16125,,Admin Login,"Admin Login|Site Map|Contact Us|RTI|Disclaimer|Terms & Conditions|Privacy PolicyÂ© 2016  All Rights Reserved.This is the Portal of Indian Railways, developed with an objective to enable a 
						single window access to information and services being provided by the 
						various Indian Railways entities. The content in this Portal is the result of a 
						collaborative effort of various Indian Railways Entities and Departments Maintained by CRIS, Ministry of Railways, Government of India.",ECR Railway,General,ECR Railway,https://ecr.indianrailways.gov.in/cris/webadmin/,,,,INR,General,,Bihar,[],,,2026-03-04T11:17:13.643316,open,50,[],,2026-03-04T06:36:56.032749,2026-03-04T11:17:13.643316
16129,,REGULATION OF TRAINS DUE TO PLATFORM UPGRADATION WORKS  AT PURI STATION IN EAST COAST RAILWAYHOLI SPECIAL TRAIN BETWEEN SANTRAGACHI AND YESVANTPURREGULATION OF TRAINS DUE TO DEVELOPMENTAL WORKS IN ADRA DIVISIONHOLI SPECIAL TRAINS BETWEEN RANCHI AND ANAND VIHARHOLI SPECIAL TRAINS  BETWEEN GOMTI NAGAR AND MALATIPATPUR (Near Puri)SER TO RUN SPECIAL TRAINSHON’BLE MPs OF DIVISIONAL COMMITTEE OF KHARAGPUR AND ADRA  HELD MEETING WITH GENERAL MANAGER OF SOUTH EASTERN RAILWAYCONTINUATION OF SPECIAL TRAIN,REGULATION OF TRAINS DUE TO PLATFORM UPGRADATION WORKS  AT PURI STATION IN EAST COAST RAILWAYHOLI SPECIAL TRAIN BETWEEN SANTRAGACHI AND YESVANTPURREGULATION OF TRAINS DUE TO DEVELOPMENTAL WORKS IN ADRA DIVISIONHOLI SPECIAL TRAINS BETWEEN RANCHI AND ANAND VIHARHOLI SPECIAL TRAINS  BETWEEN GOMTI NAGAR AND MALATIPATPUR (Near Puri)SER TO RUN SPECIAL TRAINSHON’BLE MPs OF DIVISIONAL COMMITTEE OF KHARAGPUR AND ADRA  HELD MEETING WITH GENERAL MANAGER OF SOUTH EASTERN RAILWAYCONTINUATION OF SPECIAL TRAINS DURING HOLICHENNAI EGMORE-SANTRAGACHI-MGR CHENNAI CENTRAL HOLI SPECIAL TRAINSEXTENSION OF HOWRAH-TITLAGARH-HOWRAH ISPAT EXPRESS  UPTO JUNAGARH ROADCONTINUATION OF PANSKURA-DIGHA-PANSKURA EMU SPECIAL  UPTO 16.05.2026TATANAGAR-KATIHAR-TATANAGAR HOLI SPECIALREGULATION OF TRAINS DUE TO DEVELOPMENTAL WORKS IN ADRA DIVISIONCONTINUATION OF SPECIAL TRAINS DURING HOLISHALIMAR-CHARLAPALLI-SHALIMAR HOLI SPECIAL TRAINSCONVERSION OF RAKE INTO LHB  OF 12885/12886 SHALIMAR-BHOJUDIH-SHALIMAR ARANYAK EXPRESSSH,Railway,Transport,SER Railway,"https://ser.indianrailways.gov.in/view_detail.jsp?lang=0&dcd=8993&id=0,4,423",,,,INR,Works,,"Ranchi, Jharkhand",[],,,2026-03-04T10:42:06.700606,open,50,[],,2026-03-04T06:36:57.416032,2026-03-04T10:42:06.700606
16130,,Tweets by @serailwaykol,Tweets by @serailwaykol,Railway,Transport,SER Railway,https://twitter.com/serailwaykol,,,,INR,General,,Bihar,[],,,2026-03-04T10:42:06.700606,open,50,[],,2026-03-04T06:36:57.417529,2026-03-04T10:42:06.700606
16134,,Cashless Treatment Scheme in Emergency(CTSE),Cashless Treatment Scheme in Emergency(CTSE)ARPANPF Balance EnquiryOPD Booking in Railway Hospital,ER Railway,Health,ER Railway,https://er.indianrailways.gov.in/home.jsp,,,,INR,General,,Bihar,[],,,2026-03-04T10:42:07.484592,open,50,[],,2026-03-04T06:36:58.349349,2026-03-04T10:42:07.484592
16137,,"TEMPORARY ADDITIONAL STOPPAGE AT JALALKHALI STATION FOR MEGA BIBLE CONVENTION FROM 05.03.2026 TO 08.03.2026CANCELLATION OF EMU LOCALS DURING DOLYATRA OVER HOWRAH DIVISION ON 03.03.2026CONTINUATION OF RUNNING OF BHAGALPUR – GHANDHIDHAM – BHAGALPUR SPECIALEASTERN RAILWAY ADDS FOUR(4) HOLI SPECIALS, BOOSTS FESTIVAL CONNECTIVITYEASTERN RAILWAY TO RUN TWO HOLI SPECIAL TRAINSTRAVEL MADE COLOURFUL: EASTERN RAILWAY ANNOUNCES FOUR (04) HOLI SPECIAL TRAINSEASTERN RAILWAY FACILITATES JOYOUS HOLI CELEBRATIO","TEMPORARY ADDITIONAL STOPPAGE AT JALALKHALI STATION FOR MEGA BIBLE CONVENTION FROM 05.03.2026 TO 08.03.2026CANCELLATION OF EMU LOCALS DURING DOLYATRA OVER HOWRAH DIVISION ON 03.03.2026CONTINUATION OF RUNNING OF BHAGALPUR – GHANDHIDHAM – BHAGALPUR SPECIALEASTERN RAILWAY ADDS FOUR(4) HOLI SPECIALS, BOOSTS FESTIVAL CONNECTIVITYEASTERN RAILWAY TO RUN TWO HOLI SPECIAL TRAINSTRAVEL MADE COLOURFUL: EASTERN RAILWAY ANNOUNCES FOUR (04) HOLI SPECIAL TRAINSEASTERN RAILWAY FACILITATES JOYOUS HOLI CELEBRATIONS WITH SPECIAL TRAIN SERVICESAUGMENTATION OF ADDITIONAL ONE SLEEPER CLASS COACH IN DIBRUGARH – DEOGHAR – DIBRUGARH EXPRESSPARTIAL CANCELLATION OF SOME MAIL/EXPRESS TRAINS BETWEEN ANDAL & DURGAPUR STATIONS",Railway,Transport,ER Railway,"https://er.indianrailways.gov.in/view_detail.jsp?lang=0&dcd=11322&id=0,4,268",,,,INR,General,,"Bhagalpur, Bihar",[],,,2026-03-04T10:42:07.484592,open,50,[],,2026-03-04T06:36:58.399454,2026-03-04T10:42:07.484592
16138,,Tweets by EasternRailway,Tweets by EasternRailwayEastern Railway,Railway,Transport,ER Railway,https://twitter.com/EasternRailway?ref_src=twsrc%5Etfw,,,,INR,General,,Bihar,[],,,2026-03-04T10:42:07.484592,open,50,[],,2026-03-04T06:36:58.399454,2026-03-04T10:42:07.484592
16141,,"Purchase of ""High Tone Therapy Unit"" for the department of Physiotherapy, IGIMS- Patna on Proprietar","Purchase of ""High Tone Therapy Unit"" for the department of Physiotherapy, IGIMS- Patna on Proprietary basis Inviting Comments Thereon.",IGIMS,General,IGIMS,https://igims.org/,,,,INR,Goods,,"Patna, Bihar",[],,,2026-03-04T10:42:14.982955,open,50,[],,2026-03-04T06:37:05.048081,2026-03-04T10:42:14.982955
16143,,Laboratory ServicesChild Health CarePatient Care,Laboratory ServicesChild Health CarePatient Care,IGIMS,Health,IGIMS,https://igims.org/topics.aspx?mid=Laboratory Services,,,,INR,Goods,,Bihar,[],,,2026-03-04T10:42:14.951168,open,50,[],,2026-03-04T06:37:05.116356,2026-03-04T10:42:14.951168
16144,,"Welcome to Our InstituteFree drugs for Hepatitis B & C patients under NATIONAL VIRAL HEPATITIS CONTROL PROGRAMME. Contact: Department of Gastroenterology, 3rd Floor, Poly Clinic Block, IGIMS, Patna.IGIMS was established on 19th November 1983, as an autonomous organisation on the pattern of All India Institute of Medical Sciences, New Delhi. The objective was to provide super specialty medical facilities in Bihar. On 27th January 1983 Cabinet approved the completion of this massive project in 4 p","Welcome to Our InstituteFree drugs for Hepatitis B & C patients under NATIONAL VIRAL HEPATITIS CONTROL PROGRAMME. Contact: Department of Gastroenterology, 3rd Floor, Poly Clinic Block, IGIMS, Patna.IGIMS was established on 19th November 1983, as an autonomous organisation on the pattern of All India Institute of Medical Sciences, New Delhi. The objective was to provide super specialty medical facilities in Bihar. On 27th January 1983 Cabinet approved the completion of this massive project in 4 phases within a span of six (6) years. According to the decision of State Government, 130.20 Acres of land was transferred to IGIMS.+moreCommon Bio-Medical Waste Treatment Facility.Hospital wastes have always been considered as potentially hazardous in view of   the inherent potential for dissemination of infection. The major identified hazard   was that of infection, because over millennia communicable diseases had been   the most common causeof morbidity and mortality in the community and   maj",UP,Health,IGIMS,https://igims.org/topics.aspx?mid=Welcome to Our Institute,,,,INR,Goods,,"Patna, Bihar",[],,,2026-03-04T10:42:14.965703,open,50,[],,2026-03-04T06:37:05.134880,2026-03-04T10:42:14.965703
16146,,2nd Institute Research Day would be commemorated on 24th March 2026.,"2nd Institute Research Day would be commemorated on 24th March 2026.Stipend to MD/MS and DM/M.Ch.Upcoming meeting of Institute Research Committee (IRC) on 27th and 28th Feb-2026.Institute Day Committees - 2026ASSESSMENT PERSONAL PROMOTION SCHEME 2025ASSESSMENT PERSONAL PROMOTION SCHEME 2026ATLS, Provider Course Calendar 2026, IGIMS, PatnaHMIS / HIS Registration Form to Institute Official Website.Affidavit Regarding Ragging.Research Ideas / Concepts for the Competitive SessionConflict of Interest - Declaration",IGIMS,Social Welfare,IGIMS,https://igims.org/newsdetails.aspx?mid=3598,,,,INR,General,,Bihar,[],,,2026-03-04T10:42:14.967206,open,50,[],,2026-03-04T06:37:05.198531,2026-03-04T10:42:14.967206
16147,,Stipend to MD/MS and DM/M.Ch.,Stipend to MD/MS and DM/M.Ch.,IGIMS,Social Welfare,IGIMS,https://igims.org/newsdetails.aspx?mid=3597,,,,INR,General,,Bihar,[],,,2026-03-04T10:42:14.967206,open,50,[],,2026-03-04T06:37:05.215243,2026-03-04T10:42:14.967206
16148,,Upcoming meeting of Institute Research Committee (IRC) on 27th and 28th Feb-2026.,Upcoming meeting of Institute Research Committee (IRC) on 27th and 28th Feb-2026.,UP,Social Welfare,IGIMS,https://igims.org/newsdetails.aspx?mid=3596,,,,INR,General,,Bihar,[],,,2026-03-04T10:42:14.967206,open,50,[],,2026-03-04T06:37:05.231882,2026-03-04T10:42:14.967206
16149,,Institute Day Committees - 2026,Institute Day Committees - 2026,IGIMS,Social Welfare,IGIMS,https://igims.org/newsdetails.aspx?mid=3595,,,,INR,General,,Bihar,[],,,2026-03-04T10:42:14.967206,open,50,[],,2026-03-04T06:37:05.231882,2026-03-04T10:42:14.967206
16150,,ASSESSMENT PERSONAL PROMOTION SCHEME 2025,ASSESSMENT PERSONAL PROMOTION SCHEME 2025,IGIMS,Social Welfare,IGIMS,https://igims.org/newsdetails.aspx?mid=2594,,,,INR,General,,Bihar,[],,,2026-03-04T10:42:14.967206,open,50,[],,2026-03-04T06:37:05.231882,2026-03-04T10:42:14.967206
16151,,ASSESSMENT PERSONAL PROMOTION SCHEME 2026,ASSESSMENT PERSONAL PROMOTION SCHEME 2026,IGIMS,Social Welfare,IGIMS,https://igims.org/newsdetails.aspx?mid=2593,,,,INR,General,,Bihar,[],,,2026-03-04T10:42:14.967206,open,50,[],,2026-03-04T06:37:05.248443,2026-03-04T10:42:14.967206
16152,,"ATLS, Provider Course Calendar 2026, IGIMS, Patna","ATLS, Provider Course Calendar 2026, IGIMS, Patna",IGIMS,General,IGIMS,https://igims.org/newsdetails.aspx?mid=2589,,,,INR,General,,"Patna, Bihar",[],,,2026-03-04T10:42:14.967206,open,50,[],,2026-03-04T06:37:05.248443,2026-03-04T10:42:14.967206
16153,,HMIS / HIS Registration Form to Institute Official Website.,HMIS / HIS Registration Form to Institute Official Website.,Registration,Social Welfare,IGIMS,https://igims.org/newsdetails.aspx?mid=2585,,,,INR,General,,Bihar,[],,,2026-03-04T10:42:14.967206,open,50,[],,2026-03-04T06:37:05.266269,2026-03-04T10:42:14.967206
16154,,Affidavit Regarding Ragging.,Affidavit Regarding Ragging.,IGIMS,General,IGIMS,https://igims.org/newsdetails.aspx?mid=2581,,,,INR,General,,Bihar,[],,,2026-03-04T10:42:14.967206,open,50,[],,2026-03-04T06:37:05.266269,2026-03-04T10:42:14.967206
16155,,Research Ideas / Concepts for the Competitive Session,Research Ideas / Concepts for the Competitive Session,IGIMS,General,IGIMS,https://igims.org/newsdetails.aspx?mid=2578,,,,INR,General,,Bihar,[],,,2026-03-04T10:42:14.967206,open,50,[],,2026-03-04T06:37:05.266269,2026-03-04T10:42:14.967206
16156,,Conflict of Interest - Declaration,Conflict of Interest - Declaration,IGIMS,Social Welfare,IGIMS,https://igims.org/newsdetails.aspx?mid=2567,,,,INR,General,,Bihar,[],,,2026-03-04T10:42:14.967206,open,50,[],,2026-03-04T06:37:05.282038,2026-03-04T10:42:14.967206
16159,,Archive,Archive,IGIMS,General,IGIMS,https://igims.org/OpportunitiesList.aspx?type=pt,,,,INR,General,,Bihar,[],,,2026-03-04T10:42:14.982955,open,50,[],,2026-03-04T06:37:05.348427,2026-03-04T10:42:14.982955
16160,,Admission Notice: Advt. No-01/Acad./2026: Application are invited from eligible Indian Citizen for admission to the various Ph.D programme  in the session (July) 2025.,Admission Notice: Advt. No-01/Acad./2026: Application are invited from eligible Indian Citizen for admission to the various Ph.D programme  in the session (July) 2025.,IGIMS,General,IGIMS,https://igims.org/TrainingList.aspx?type=ac,,,,INR,General,,Bihar,[],,,2026-03-04T10:42:14.982955,open,50,[],,2026-03-04T06:37:05.348427,2026-03-04T10:42:14.982955
16164,,"Indira Gandhi Institute of Medical Sciences, Sheikhpura, Patna was setup with anobjective to provide the best medicare facilities to the peoples in and around Bihar.The hospital aims to be the AIIMS of this region.So far, it has been successful inachieving part of its goal and IGIMS is acting hard to achieve its goals for the broaderinterest of masses.ON-LINE OPD REGISTRATIONSOTTO BIHARCOVID 19 MEDICAL ARTICLES UPDATEJOURNAL of  IGIMS - PATNANIRFEMPLOYEE CORNER","MissionIndira Gandhi Institute of Medical Sciences, Sheikhpura, Patna was setup with anobjective to provide the best medicare facilities to the peoples in and around Bihar.The hospital aims to be the AIIMS of this region.So far, it has been successful inachieving part of its goal and IGIMS is acting hard to achieve its goals for the broaderinterest of masses.ON-LINE OPD REGISTRATIONSOTTO BIHARCOVID 19 MEDICAL ARTICLES UPDATEJOURNAL of  IGIMS - PATNANIRFEMPLOYEE CORNER+more",Registration,Health,IGIMS,http://igims.org/Datafiles/cms//OPD APP.pdf,,,,INR,Works,,"Patna, Bihar",[],,,2026-03-04T10:42:14.982955,open,50,[],,2026-03-04T06:37:05.431790,2026-03-04T10:42:14.982955
16165,,+more,+more,IGIMS,General,IGIMS,https://igims.org/topics.aspx?mid=Mission,,,,INR,General,,Bihar,[],,,2026-03-04T10:42:14.982955,open,50,[],,2026-03-04T06:37:05.448370,2026-03-04T10:42:14.982955
16167,,Hollywood Multimedia Ltd.,Designed & developed by:Hollywood Multimedia Ltd.,IGIMS,General,IGIMS,http://www.hollywoodlogin.com,,,,INR,General,,Bihar,[],,,2026-03-04T10:42:14.982955,open,50,[],,2026-03-04T06:37:05.481840,2026-03-04T10:42:14.982955
