id,tender_id,title,description,issuing_authority,department,source_portal,source_url,publish_date,deadline_date,tender_value,currency,category,sub_category,location,state,attachments,contact_email,contact_phone,last_checked,status,verification_score,supplier_matches,ai_analysis,created_at,updated_at
30177,,"Tender for Sonpur Mela, 2022","66Tender for Sonpur Mela, 2022Pre-Bid meeting Date & Time : 17.10.2022 til 11AMLast Date & Time for subimission in the name of Executive Director, State Health Society, Sheikhpura, Patna-14 : 21.10.2022 till 3PMTime Date of opening of Financial Bid : 21.10.2022 till 3:30PMPAC meeting for Sonpur mela - Letter No. : 4349 Dated : 25.10.2022Technical Bid Chart of Sonepur Mela, 2022Proceeding : NIT Reference No. 04/SHSB/Sonepur Mela/2022-23 for Sonpur mela",Bihar Health Services,General,Bihar Health Services,https://shs.bihar.gov.in/shs/tender/1665749908.pdf,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:40:24.198051,open,50,[],,2026-03-04T10:12:48.617896,2026-03-04T10:40:24.198051
30178,,Reference No.:- 02/SHSB/(NGO-PH/DR-TB-NTEP)/2022-23 for Notice Inviting Expression of Interest from “Private and NGO Hospitals for managing Drug-Resistant TB Cases under National Tuberculosis Elimination Program” in the State of Bihar,"67Reference No.:- 02/SHSB/(NGO-PH/DR-TB-NTEP)/2022-23 for Notice Inviting Expression of Interest from “Private and NGO Hospitals for managing Drug-Resistant TB Cases under National Tuberculosis Elimination Program” in the State of Bihar**  Last Date & Time of Downloading EOI document - 28/04/2022 (Tuesday ) till 05:00 PM**  EOI Document submission in the State Health Society, Bihar (Either physically or by registered post only) - 29/04/2022 (Wednesday) till 5 PMAddressing to:The Executive Director,State Health Society, Bihar,Pariwar Kalyan Bhawan,Sheikhpura, Patna-800014**  EOI Discussion/Presentation; Program briefing meeting - 05/05/2022 (Monday), 11.00 AMConference Hall, State Health Society, Bihar, Pariwar Kalyan Bhawan, Sheikhpura, Patna- 800014",VAT,Health,Bihar Health Services,https://shs.bihar.gov.in/shs/tender/1665470167.pdf,2022-04-28T00:00:00,,,INR,Goods,,Bihar,Bihar,[],,,2026-03-04T10:40:24.198051,open,50,[],,2026-03-04T10:12:48.618729,2026-03-04T10:40:24.198051
30182,,Reference No.:- 18/SHS-BIHAR/(IGRA-NTEP)/2021-22 for Notice Inviting Expression of Interest for “Engagement of Private Laboratory to provide quality assured IGRA testing for Programmatic Management of Latent Tuberculosis Infection under National Tuberculosis Elimination Program in the State of Bihar”,"71Reference No.:- 18/SHS-BIHAR/(IGRA-NTEP)/2021-22 for Notice Inviting Expression of Interest for “Engagement of Private Laboratory to provide quality assured IGRA testing for Programmatic Management of Latent Tuberculosis Infection under National Tuberculosis Elimination Program in the State of Bihar”**  Last Date & Time of Downloading EOI document - 15/03/2022 (Tuesday ) till 05:00 PM**  EOI Document submission in the State Health Society, Bihar (Either physically or by registered post only) - 16/03/2022 (Wednesday) till 5 PMAddressing to:The Executive Director,State Health Society, Bihar,Pariwar Kalyan Bhawan,Sheikhpura, Patna-800014**  EOI Discussion/Presentation; Program briefing meeting - 21/03/2022 (Monday), 11.00 AMConference Hall, State Health Society, Bihar, Pariwar Kalyan Bhawan, Sheikhpura, Patna- 800014",VAT,Social Welfare,Bihar Health Services,https://shs.bihar.gov.in/shs/tender/1652347836.pdf,2022-03-15T00:00:00,,,INR,Goods,,Bihar,Bihar,[],,,2026-03-04T10:40:24.198051,open,50,[],,2026-03-04T10:12:48.620246,2026-03-04T10:40:24.198051
30221,,Inviting Quotation for purchase of N-95 Mask and Infrared Thermometer,110Inviting Quotation for purchase of N-95 Mask and Infrared Thermometer,Bihar Health Services,General,Bihar Health Services,http://statehealthsocietybihar.org/shs/tenders/2020/Letter No-8240 Dated-07.02.2020.pdf,,,,INR,Goods,,Bihar,Bihar,[],,,2026-03-04T10:40:24.214647,open,50,[],,2026-03-04T10:12:48.642186,2026-03-04T10:40:24.214647
30233,,Notice Inviting Tender of Lab. Consumable Material Under RNTCP.,122Notice Inviting Tender of Lab. Consumable Material Under RNTCP.,Bihar Health Services,General,Bihar Health Services,http://statehealthsocietybihar.org/shs/tenders/2019/nit4labConsumable_RNTCP.pdf,,,,INR,Goods,,Bihar,Bihar,[],,,2026-03-04T10:40:24.231134,open,50,[],,2026-03-04T10:12:48.648902,2026-03-04T10:40:24.231134
30241,,Short Tender Notice for Air Ambulance Service in Bihar during Lok Sabha Elections 2019.,"130Short Tender Notice for Air Ambulance Service in Bihar during Lok Sabha Elections 2019.**  Date & Time of Submission of Technical & Financial Bid - 08.04.2019 till 11:00 AMShort Re-Tender Notice for Air Ambulance Service in Bihar during Lok Sabha Elections 2019.**  Date & Time of Submission of Technical & Financial Bid - 15.04.2019 by 11:00 AMImportant Information regarding cancellation of Short Tender Notice For Air Ambulance Service in Bihar during Lok Sabha Elections, 2019.",Bihar Health Services,General,Bihar Health Services,http://statehealthsocietybihar.org/shs/tenders/2019/stn4AirAmbulanceService_LSE2019.pdf,,,,INR,Services,,Bihar,Bihar,[],,,2026-03-04T10:40:24.231134,open,50,[],,2026-03-04T10:12:48.653804,2026-03-04T10:40:24.231134
30253,,Notice Inviting Tender for the AMC of approx. 855 Binocular Microscope and approx. 69 LED-Fluorescent Microscope,142Notice Inviting Tender for the AMC of approx. 855 Binocular Microscope and approx. 69 LED-Fluorescent MicroscopeLast Date - 15.11.2018,Bihar Health Services,Social Welfare,Bihar Health Services,http://statehealthsocietybihar.org/shs/tenders/2018/tbDeptTender4AMC.pdf,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:40:24.247268,open,50,[],,2026-03-04T10:12:48.659740,2026-03-04T10:40:24.247268
30254,,"Cancellation Notice Related to [PR No. 9122 Ni.Ni.] Selection of NGOs under Grant in Aid Scheme (Under PC & PNDT Act, 1994).","143Cancellation Notice Related to [PR No. 9122 Ni.Ni.] Selection of NGOs under Grant in Aid Scheme (Under PC & PNDT Act, 1994).",Bihar Health Services,Social Welfare,Bihar Health Services,http://statehealthsocietybihar.org/shs/tenders/2018/cancellationNotice_19092018.pdf,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:40:24.247268,open,50,[],,2026-03-04T10:12:48.660986,2026-03-04T10:40:24.247268
30257,,"Notice Inviting Tender For selection of service providers for establishing Data Management Units (DMU)for providing data entry, analysis and management services in Government Healthcare Facilities and health department offices, in all 38 districts in the state of Bihar.","146Notice Inviting Tender For selection of service providers for establishing Data Management Units (DMU)for providing data entry, analysis and management services in Government Healthcare Facilities and health department offices, in all 38 districts in the state of Bihar.Last Date - 26.06.2018 By 5:00 PMTender Cancellation Notice regarding Inviting Tender For Data Management Units.Corrigendum for Notice Inviting Tender For Data Management Units.",Bihar Health Services,Health,Bihar Health Services,http://statehealthsocietybihar.org/shs/tenders/2018/nit4DMU_01062016.pdf,,,,INR,Services,,Bihar,Bihar,[],,,2026-03-04T10:40:24.247268,open,50,[],,2026-03-04T10:12:48.662138,2026-03-04T10:40:24.247268
30258,,"RFP For Appointment of Concurrent Auditor for State Health Society, Bihar (SHSB) and 38 District Health Society (DHS) for Audit of all programmes under National Health Mission.","147RFP For Appointment of Concurrent Auditor for State Health Society, Bihar (SHSB) and 38 District Health Society (DHS) for Audit of all programmes under National Health Mission.Last Date - 19.06.2018 By 3:00 PM",National Health Mission,Health,Bihar Health Services,http://statehealthsocietybihar.org/shs/tenders/2018/RFP_ConcAudit_2018_19.pdf,,,,INR,Services,,Bihar,Bihar,[],,,2026-03-04T10:40:24.247268,open,50,[],,2026-03-04T10:12:48.662138,2026-03-04T10:40:24.247268
30259,,Important Notice Regarding Tender for hiring of vehicles.,148Important Notice Regarding Tender for hiring of vehicles.,Bihar Health Services,Transport,Bihar Health Services,http://statehealthsocietybihar.org/shs/tenders/2018/impNoticeVehicleTender.pdf,,,,INR,Goods,,Bihar,Bihar,[],,,2026-03-04T10:40:24.247268,open,50,[],,2026-03-04T10:12:48.663126,2026-03-04T10:40:24.247268
30260,,Corrigendum: Tender notice for selection of agency(s) for hiring of vehicles.,149Corrigendum: Tender notice for selection of agency(s) for hiring of vehicles.,Bihar Health Services,Transport,Bihar Health Services,http://statehealthsocietybihar.org/shs/tenders/2018/corrigendumVehicleTender.pdf,,,,INR,Goods,,Bihar,Bihar,[],,,2026-03-04T10:40:24.247268,open,50,[],,2026-03-04T10:12:48.664043,2026-03-04T10:40:24.247268
30261,,"Tender notice for selection of agency(s) for hiring of vehicles, ""Last Date - 11.06.2018 By 05:00 PM""","150Tender notice for selection of agency(s) for hiring of vehicles, ""Last Date - 11.06.2018 By 05:00 PM""",Bihar Health Services,Transport,Bihar Health Services,http://statehealthsocietybihar.org/shs/tenders/2018/tender4hiringVehicle.pdf,,,,INR,Goods,,Bihar,Bihar,[],,,2026-03-04T10:40:24.247268,open,50,[],,2026-03-04T10:12:48.664043,2026-03-04T10:40:24.247268
30262,,Important Notice Regarding Tender notice for Stationary items.,151Important Notice Regarding Tender notice for Stationary items.,Bihar Health Services,Social Welfare,Bihar Health Services,http://statehealthsocietybihar.org/shs/tenders/2018/impNoticeStationery.pdf,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:40:24.247268,open,50,[],,2026-03-04T10:12:48.665054,2026-03-04T10:40:24.247268
30263,,"Tender notice for selection of agency(s) for annual rate contracting of stationary items.""Last Date - 05.06.2018 By 05:00 PM","152Tender notice for selection of agency(s) for annual rate contracting of stationary items.""Last Date - 05.06.2018 By 05:00 PM",Bihar Health Services,Social Welfare,Bihar Health Services,http://statehealthsocietybihar.org/shs/tenders/2018/Tender%20for%20Stationery-04.5.18.pdf,,,,INR,Services,,Bihar,Bihar,[],,,2026-03-04T10:40:24.247268,open,50,[],,2026-03-04T10:12:48.666131,2026-03-04T10:40:24.247268
30264,,"Cancellation Notice Regarding ""Selection of District Training Agency for conducting Training of ASHA's on various Modules.","153Cancellation Notice Regarding ""Selection of District Training Agency for conducting Training of ASHA's on various Modules.",Bihar Health Services,Education,Bihar Health Services,http://statehealthsocietybihar.org/shs/tenders/2018/notice_04.05.18.pdf,,,,INR,Services,,Bihar,Bihar,[],,,2026-03-04T10:40:24.247268,open,50,[],,2026-03-04T10:12:48.666776,2026-03-04T10:40:24.247268
30265,,Evaluation of Training Venue: Selection of District Training Agency for conducting Training of ASHA's on various Modules.,154Evaluation of Training Venue: Selection of District Training Agency for conducting Training of ASHA's on various Modules.,Bihar Health Services,Education,Bihar Health Services,http://statehealthsocietybihar.org/shs/tenders/2018/evaluationTrainingVenueASHA.pdf,,,,INR,Services,,Bihar,Bihar,[],,,2026-03-04T10:40:24.247268,open,50,[],,2026-03-04T10:12:48.667318,2026-03-04T10:40:24.247268
30266,,"Cancellation Notice Regarding ""EoI for Selection of NGOs Under NTCP for organizing school programme in 19 Districts in the State.","155Cancellation Notice Regarding ""EoI for Selection of NGOs Under NTCP for organizing school programme in 19 Districts in the State.",Bihar Health Services,Education,Bihar Health Services,http://statehealthsocietybihar.org/shs/tenders/2018/cancellation_NTCP_240118.pdf,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:40:24.247268,open,50,[],,2026-03-04T10:12:48.667318,2026-03-04T10:40:24.247268
30267,,"Extension of Objection Submission Date Regarding Tender for printing & supply of different types of module, IEC materials etc.","156Extension of Objection Submission Date Regarding Tender for printing & supply of different types of module, IEC materials etc.",UP,General,Bihar Health Services,http://statehealthsocietybihar.org/shs/tenders/2018/objectionExtensionNotice_IEC.pdf,,,,INR,Goods,,Bihar,Bihar,[],,,2026-03-04T10:40:24.247268,open,50,[],,2026-03-04T10:12:48.668386,2026-03-04T10:40:24.247268
30268,,"Technical Core Committee Evaluation Sheet: - Tender for printing & supply of different types of module, IEC materials etc.","157Technical Core Committee Evaluation Sheet: - Tender for printing & supply of different types of module, IEC materials etc.",UP,General,Bihar Health Services,http://statehealthsocietybihar.org/shs/tenders/2018/techCoreCommittee_IEC.pdf,,,,INR,Goods,,Bihar,Bihar,[],,,2026-03-04T10:40:24.247268,open,50,[],,2026-03-04T10:12:48.668386,2026-03-04T10:40:24.247268
30271,,Agreement Copy,Agreement CopyProjectsTendersActive TendersSoil Test ReportsETEBOFinancial ReportLetter of AcceptanceMonthly ProgressReport,Bihar SEIDC,General,Bihar SEIDC,https://bseidc.in/enhancing_teacher_effectiveness.php,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:40:27.936284,open,50,[],,2026-03-04T10:12:52.522974,2026-03-04T10:40:27.936284
30272,,BSEIDC Notice Consultant for Project 31-7-14,BSEIDC Notice Consultant for Project 31-7-14BSEIDC Tender Notice 15-7-14BSEIDC Tender Notice 10-7-14Orders and CircularsDIET Srinagar PurneaDIET Tikapatti KatiharDIET BankaDIET Chhatauni MotihariDIET Forbesganj ArariaDIET Narar MadhubaniDIET NawadaDIET Noorsarai NalandaDIET Ramganj KhagariyaDIET Shahpur BegusaraiDIET SiwanDIET Sonepur SaranDIET Srinagar PurneaDIET Tikapati KatiharPTEC Bangra SaranPTEC BihiyaPTEC ChandwaraPTEC Ghoghardiya MadhubaniPTEC Masaudhi PatnaPTEC Nagarpara BhagalpurPTEC Patahi MuzaffarpurPTEC Phulwariya BhagalpurPTEC Rampur Jalalpur SamastipurPTEC Vishnupur BegusaraiBihiya PTECChandwara Muzaffarpur PTECGhoghardiha Madhubani PTECJawahar Nagar Nawada DIETNoorsarai Nalanda DIETSansarpur Khagaria DIETSiwan DIETELECTRICAL STAFF QUARTER & PRINCIPAL                 RESIDENCE FOR DITESTAFF QUARTER & PRINCIPAL RESIDENCE FOR                 DITE  PLUMBINGDIET SiwanDIET PTEC Renovation Work Gate DrawingDIET Babu Tola BankaPTEC Nagarpara BhagalpurDIET Bangra SaranDIET Begus,Bihar SEIDC,General,Bihar SEIDC,https://bseidc.in/pdfs/newtender.pdf,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:40:27.936284,open,50,[],,2026-03-04T10:12:52.522974,2026-03-04T10:40:27.936284
30273,,DIET Srinagar Purnea,Orders and CircularsDIET Srinagar PurneaDIET Tikapatti KatiharDIET BankaDIET Chhatauni MotihariDIET Forbesganj ArariaDIET Narar MadhubaniDIET NawadaDIET Noorsarai NalandaDIET Ramganj KhagariyaDIET Shahpur BegusaraiDIET SiwanDIET Sonepur SaranDIET Srinagar PurneaDIET Tikapati KatiharPTEC Bangra SaranPTEC BihiyaPTEC ChandwaraPTEC Ghoghardiya MadhubaniPTEC Masaudhi PatnaPTEC Nagarpara BhagalpurPTEC Patahi MuzaffarpurPTEC Phulwariya BhagalpurPTEC Rampur Jalalpur SamastipurPTEC Vishnupur BegusaraiBihiya PTECChandwara Muzaffarpur PTECGhoghardiha Madhubani PTECJawahar Nagar Nawada DIETNoorsarai Nalanda DIETSansarpur Khagaria DIETSiwan DIETELECTRICAL STAFF QUARTER & PRINCIPAL                 RESIDENCE FOR DITESTAFF QUARTER & PRINCIPAL RESIDENCE FOR                 DITE  PLUMBINGDIET SiwanDIET PTEC Renovation Work Gate DrawingDIET Babu Tola BankaPTEC Nagarpara BhagalpurDIET Bangra SaranDIET BegusaraiDIET FarbishganjDIET MadhubaniDIET Sonpur SaranDIET Vikram PatnaPTEC Masaurhi PatnaPTEC Phulwari,Bihar SEIDC,General,Bihar SEIDC,https://bseidc.in/pdf/DIET Srinagar Purnea.pdf,,,,INR,General,,"Purnea, Bihar",Bihar,[],,,2026-03-04T10:40:27.936284,open,50,[],,2026-03-04T10:12:52.522974,2026-03-04T10:40:27.936284
30274,,Others Orders and Circulars,Others Orders and Circulars,Bihar SEIDC,Police,Bihar SEIDC,https://bseidc.in/others_order.php,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:40:27.936284,open,50,[],,2026-03-04T10:12:52.530485,2026-03-04T10:40:27.936284
30573,,Government of Bihar,Government of BiharEducation DepartmentBihar Education Project Council,Bihar SEIDC,General,Bihar SEIDC,https://state.bihar.gov.in/main/CitizenHome.html,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:40:28.251130,open,50,[],,2026-03-04T10:12:52.826695,2026-03-04T10:40:28.251130
30576,,Letter to all DEOs,Letter to all DEOs,Bihar SEIDC,General,Bihar SEIDC,https://bseidc.in/Letter to all DEO.jpg,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:40:28.251130,open,50,[],,2026-03-04T10:12:52.829817,2026-03-04T10:40:28.251130
30577,,Bihar State Educational Infrastructure Development Corporation Ltd.,© 2013 BIHAR STATE EDUCATIONAL INFRASTRUCTURE DEVELOPMENT CORPORATION   Ltd.ISO 9001 : 14001 & ISO OHSAS : 18001 ( A Govt. of Bihar Undertaking )Maintained ByBihar State Educational Infrastructure Development Corporation Ltd.,Bihar SEIDC,Education,Bihar SEIDC,http://www.bseidc.in,,,,INR,Works,,Bihar,Bihar,[],,,2026-03-04T10:40:28.251130,open,50,[],,2026-03-04T10:12:52.835713,2026-03-04T10:40:28.251130
30578,,Tender Disposal Details,Tender Disposal Details,Bihar Rural Water,General,Bihar Rural Water,https://rwdbihar.gov.in/,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:10.113877,open,50,[],,2026-03-04T10:13:10.106644,2026-03-04T10:13:10.113877
33160,,List of Land of SBPDCL,"List of Land of SBPDCL|Download SUVIDHA App to avail Electricity Services|Urja Geet PDF|Urja
                                    Geet 320kbps |Urja
                                        Geet 192kbps |Urja
                                            Geet 120kbps |With effect from 15.07.2020 all new tenders will
                        be published on www.eproc2.bihar.gov.in. Please refer tendor notice for further
                        details.| SBPDCL Vigilance Cell, HelpLine No- 9264454457, Email Id:- gmhrsbpdclvill@gmail.com
                                                    !!!!",Bihar Power,Revenue,Bihar Power,https://docs.google.com/spreadsheets/d/1awFYSi2f98buF94zZYi9iSrPExGLMzD-OLVlK1f8M_4/edit?usp=sharing,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:17.133418,open,50,[],,2026-03-04T10:13:17.133418,2026-03-04T10:13:17.133418
33161,,Power off/ Fuse Call Center Contact Details,Power off/ Fuse Call Center Contact Details,Power,Power,Bihar Power,https://sbpdcl.co.in/frmCallPowerCut.aspx,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:17.135474,open,50,[],,2026-03-04T10:13:17.137191,2026-03-04T10:13:17.137191
33162,,Last Updated on :01 March 2026 06:46 PM,Last Updated on :01 March 2026 06:46 PMTotal Visitiors :554037870Follow us at:,UP,Social Welfare,Bihar Power,https://twitter.com/@seva_sbpdcl,2026-03-01T00:00:00,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:17.139089,open,50,[],,2026-03-04T10:13:17.139209,2026-03-04T10:13:17.139209
33164,,Follow us at:,"Site best viewed at 1024 X 768 resolution in I.E 10+, Mozilla 40+, Google Chrome
                                50+Follow us at:",Bihar NE Power,General,Bihar NE Power,https://twitter.com/SEVA_NBPDCL,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:19.995055,open,50,[],,2026-03-04T10:13:19.995553,2026-03-04T10:13:19.995553
33170,,Bhu-Sampada (Land Asset),"Bhu-Sampada (Land Asset)|Download  SUVIDHA App to avail Electricity Services|Urja Geet PDF|Urja Geet 320kbps
                    |Urja Geet 192kbps",Bihar NE Power,Revenue,Bihar NE Power,https://docs.google.com/spreadsheets/d/1ht9WeTGMGLSYKpQB09Uw7nmBMVA-l0Rr/edit?usp=sharing&ouid=117615569152737144401&rtpof=true&sd=true,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:20.045506,open,50,[],,2026-03-04T10:13:20.046660,2026-03-04T10:13:20.046660
33171,,Urja Geet 120,"Urja Geet 120kbps
                    |Telegram chat bot
                        for consumer Services on Mobile|Telegram chat bot for consumer Services on Desktop",Bihar NE Power,General,Bihar NE Power,https://nbpdcl.co.in/AudioFiles/Urja Mix Master-120.mp3,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:20.049950,open,50,[],,2026-03-04T10:13:20.050586,2026-03-04T10:13:20.050586
33176,,10/16/esstt/2021/332/2026,"10/16/esstt/2021/332/2026HOTEL LICHHAVI VIHAR AT MUZAFFARPUR, BIHAR.[See Corrigendum1]17/03/2026",Bihar Tourism,Social Welfare,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2026/TENDER332LICHCHAVI.pdf,2026-03-17T00:00:00,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:29.184367,open,50,[],,2026-03-04T10:13:29.184367,2026-03-04T10:13:29.184367
33178,,364/26/TT/653/2026,"364/26/TT/653/2026बिहार दिवस- २०२६ के अवसर पर गाँधी मैदान, पटना में ""व्यंजन मेला-२०२६"" का आयोजन हेतु प्रस्ताव का आमंत्रण।12/03/2026",Bihar Tourism,General,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2026/BiharDiwas2026Food Stall653form.pdf,2026-03-12T00:00:00,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:29.184367,open,50,[],,2026-03-04T10:13:29.184367,2026-03-04T10:13:29.184367
33179,,03/02/stha/21-22/part1/733/26,03/02/stha/21-22/part1/733/26Integrated Security Services.09/03/2026,Bihar Tourism,Social Welfare,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2026/SecurityServicesNotice733.pdf,2026-03-09T00:00:00,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:29.189724,open,50,[],,2026-03-04T10:13:29.191917,2026-03-04T10:13:29.191917
33183,,364/26/TT/472/2026,"364/26/TT/472/2026SELECTION OF AGENCY FOR CREATION, ERECTION, ORGANIZATION AND MANAGEMENT OF STALL/ PANDAL INCLUDING DECORATIVE LIGHTING AND BRANDING OF BIHAR TOURISM DURING BIHAR DIWAS 2026.20/02/2026",Bihar Tourism,General,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2026/NOTICE Event Management Agency Bihar Diwas2026.pdf,2026-02-20T00:00:00,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:29.191917,open,50,[],,2026-03-04T10:13:29.191917,2026-03-04T10:13:29.191917
33185,,360/25/TT/464/2026,360/25/TT/464/2026पटना जिलान्तर्गत कंगन घाट एवं मीनार घाट (पर्यटन घाट) दीघा में गंगा महाआरती  का आयोजन कार्य हेतु निविदा आमंत्रण सूचन।[See Technical Evaluation Notice]19/02/2026,Bihar Tourism,General,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2026/KanganghatMinarghatRFP464.pdf,2026-02-19T00:00:00,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:29.191917,open,50,[],,2026-03-04T10:13:29.191917,2026-03-04T10:13:29.191917
33186,,361/25/TT/124/2026,"361/25/TT/124/2026बख्तियारपुर सीढ़ी घाट, बख्तियारपुर में ""गंगा महाआरती"" कार्य हेतु निविदा आमंत्रण सूचना।[See Technical Evaluation Notice]22/01/2026",Bihar Tourism,General,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2026/Ganga_Aarti124_26Bakhtiyarpur updated.pdf,2026-01-22T00:00:00,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:29.191917,open,50,[],,2026-03-04T10:13:29.191917,2026-03-04T10:13:29.191917
33191,,74/12/TT/4088/25,"74/12/TT/4088/25भारत पर्व-२०२६ के अवसर पर लाल किला मैदान, नई दिल्ली में दिनांक- २६.०१.२०२६ से ३०.०१.२०२६ तक बिहार व्यंजन एवं थीम पवेलियन को प्रदर्शित करने हेतु कार्य आवंटन सम्बन्धी आम सूचना।13/01/2026",Bihar Tourism,General,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2026/BharatParav4088.pdf,2026-01-13T00:00:00,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:29.206145,open,50,[],,2026-03-04T10:13:29.206145,2026-03-04T10:13:29.206145
33193,,15/06/HC/Esstt/25-26/3659/25,"15/06/HC/Esstt/25-26/3659/25Selection of Transaction Advisor for development of 5 – Star Hotel/Resort on 5 Acre land located at Vaishali, in Bihar.[See Corrigendum1]08/01/2026",Bihar Tourism,Social Welfare,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2026/NIT3659TransactionAdvisor5StarHotelVaishali.pdf,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:29.206145,open,50,[],,2026-03-04T10:13:29.206145,2026-03-04T10:13:29.206145
33194,,15/06/HC/Esstt/25-26/3658/25,"15/06/HC/Esstt/25-26/3658/25Selection of Transaction. Advisor for development of Two (2) 5-Star hotels on 10 Acre land parcel located at Rajgir, Nalanda in Bihar.[See Corrigendum1]07/01/2026",Bihar Tourism,Social Welfare,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2025/NIT3658TransactionAdvisor5StarHotel_Rajgir.pdf,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:29.206145,open,50,[],,2026-03-04T10:13:29.206145,2026-03-04T10:13:29.206145
33195,,14/38/HC/Esstt/24-25/3739/25,"14/38/HC/Esstt/24-25/3739/25Selection of Operator for Operation and Maintenance of Convention Centre & Guest House at Valmikinagar, West Champaran.[See Corrigendum1]06/01/2026",Bihar Tourism,Social Welfare,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2025/NIT3739CentreVALMIKINAGAR.pdf,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:29.206145,open,50,[],,2026-03-04T10:13:29.206145,2026-03-04T10:13:29.206145
33196,,361/25/TT/3994/25,"361/25/TT/3994/25बख्तियारपुर सीढ़ी घाट, बख्तियारपुर में ""गंगा महाआरती"" कार्य हेतु निविदा आमंत्रण सूचना।02/01/2026",Bihar Tourism,General,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2026/BhaktiyarpurGangaAarti3994 details updated.pdf,2026-01-02T00:00:00,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:29.206145,open,50,[],,2026-03-04T10:13:29.206145,2026-03-04T10:13:29.206145
33197,,59/TENDER/BSTDC/25-26,"59/TENDER/BSTDC/25-26FENCING WORK ON THE LAND ACQUIRED FOR THE OVERALL DEVELOPMENT OF MOTHER JANAKI'S BIRTHPLACE, PUNAURADHAMA, SITAMADHI.01/01/2026",Bihar Tourism,Social Welfare,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2026/HindiTender59punauradhamSitamarhi.pdf,2026-01-01T00:00:00,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:29.206145,open,50,[],,2026-03-04T10:13:29.206145,2026-03-04T10:13:29.206145
33198,,03/02/stha/21-22/3757/25,03/02/stha/21-22/3757/25Integrated Security Services.01/01/2026,Bihar Tourism,Social Welfare,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2026/SecurityServices3757.pdf,,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:29.206145,open,50,[],,2026-03-04T10:13:29.206145,2026-03-04T10:13:29.206145
33208,,331/23/TT/3588/25,"331/23/TT/3588/25Expression of Interest for Designing and Printing of Wall Calendars, Desk Calendars and Diaries for the Year-2026.26/11/2025",Bihar Tourism,General,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2025/EOI Notice for Wall Calender Diary 2026.pdf,2025-11-26T00:00:00,,,INR,General,,Bihar,Bihar,[],,,2026-03-04T10:13:29.224298,open,50,[],,2026-03-04T10:13:29.224298,2026-03-04T10:13:29.224298
